Timestamp,Source_IP,Destination_IP,Source_Port,Destination_Port,Protocol,Packet_Size,Connection_Duration,Packets_Per_Second,Error_Rate,Login_Attempts,Bytes_Sent,Bytes_Received,Traffic_Flag,MAC_Address,Label
2026-01-01 00:53:36,9.125.228.15,57.94.114.108,31659,80,UDP,1461.0,790.0,1792.0,0.21868305886649386,22,4285.0,50895.0,Probe,0e:a9:93:7b:40:1b,1
2026-01-02 17:22:05,64.113.123.156,70.39.249.212,5860,8080,TCP,,424.0,,0.9426625258047708,15,,,DoS,5a:46:20:f0:8e:c6,0
2026-01-03 18:03:56,217.221.240.157,25.38.159.82,58205,443,UDP,53.0,510.0,4920.0,0.30631471010361555,5,19148.0,39650.0,Suspicious,01:78:e1:be:f7:de,0
2026-01-02 17:17:37,113.250.8.73,98.218.235.251,7700,443,UDP,,424.0,,0.30345608468567264,12,,,Suspicious,90:60:94:de:fe:ac,0
2026-01-01 20:42:25,0.234.40.246,80.230.239.28,27178,53,TCP,1045.0,587.0,2434.0,0.03330978244859184,16,18495.0,39329.0,Probe,db:c5:1a:63:ab:3b,1
,164.115.16.100,254.250.213.249,5625,443,TCP,1230.0,182.0,1127.0,0.2350664524649263,6,6187.0,8413.0,Probe,4a:0b:9a:09:20:bc,0
2026-01-06 13:07:49,239.139.54.88,186.205.176.226,38939,80,ICMP,,799.0,,0.6075614402812997,22,,,Probe,a8:92:e7:a4:d7:2e,1
2026-01-02 17:33:19,107.122.62.33,107.250.16.192,10564,80,ICMP,419.0,776.0,2786.0,0.5766904184115532,9,35722.0,48478.0,Probe,65:9f:c2:27:82:95,0
2026-01-06 11:53:33,200.100.206.177,221.218.127.229,3565,53,UDP,149.0,636.0,1286.0,0.37399473339344724,21,24983.0,34553.0,Normal,63:16:38:81:8a:49,1
2026-01-04 18:04:45,179.54.77.197,183.4.186.171,57901,8080,ICMP,269.0,417.0,5444.0,0.7109140327631329,7,17569.0,6872.0,Probe,c4:41:4c:0b:50:04,1
2026-01-02 05:34:34,13.243.153.126,227.141.242.80,3842,22,TCP,1661.0,359.0,834.0,0.5824439315224255,16,2492.0,49363.0,Suspicious,8a:85:d1:5a:67:5c,1
2026-01-05 04:28:11,141.92.86.30,186.174.41.188,65404,22,ICMP,1468.0,124.0,5088.0,0.9247710837014098,16,17864.0,50117.0,Suspicious,24:e7:8e:4c:91:95,1
2026-01-03 14:18:39,158.89.140.65,103.237.243.89,8197,53,ICMP,1516.0,385.0,5352.0,0.13505065396564442,8,34714.0,22387.0,Suspicious,c9:4b:3b:8e:62:46,1
,31.57.36.27,191.111.0.155,22419,8080,UDP,,588.0,,0.5315358007080385,12,,,Normal,65:8f:92:e7:70:0b,0
2026-01-02 23:21:30,18.93.77.150,19.200.51.27,3958,443,ICMP,1130.0,163.0,694.0,0.9399760489034471,1,46049.0,9475.0,Suspicious,2e:d3:15:30:16:06,0
2026-01-06 13:21:43,151.94.248.139,88.32.125.95,4018,53,UDP,1836.0,678.0,10.0,0.03042284933942707,14,10030.0,26973.0,Normal,b4:2a:6c:7b:96:82,0
2026-01-06 05:48:23,156.74.216.137,77.27.170.59,28814,443,TCP,1580.0,,5722.0,,0,31063.0,58368.0,Normal,9d:3d:de:55:2d:85,1
2026-01-03 11:55:35,15.18.208.118,158.8.142.3,14047,21,ICMP,1012.0,95.0,4043.0,0.6337123008103672,22,42095.0,5954.0,Suspicious,ec:40:c8:c7:0b:3a,1
2026-01-05 20:04:08,71.88.139.145,161.151.69.223,59805,22,TCP,1962.0,251.0,565.0,0.7019027677093026,17,44723.0,50418.0,Suspicious,1e:ee:62:17:0d:8f,1
2026-01-01 15:03:15,174.135.203.28,238.2.171.216,20019,22,TCP,1488.0,679.0,1167.0,0.9882983079781807,8,29284.0,23826.0,Suspicious,03:43:62:26:40:ee,0
2026-01-06 14:38:21,33.212.250.96,123.97.50.159,35128,21,TCP,1968.0,761.0,321.0,0.9879704333949989,7,23168.0,14249.0,DoS,a1:2d:c6:d7:df:18,0
2026-01-05 23:45:57,216.44.133.4,154.88.134.139,16184,22,UDP,897.0,115.0,5403.0,0.966472225795391,7,36963.0,3461.0,Normal,8b:91:a9:ce:6a:90,0
2026-01-05 17:06:02,71.88.88.50,188.135.130.3,14955,443,TCP,1549.0,326.0,5944.0,0.8038953293368968,20,11926.0,11273.0,DoS,fc:07:2d:21:90:1e,1
2026-01-03 12:19:14,108.182.34.104,68.153.151.19,14779,21,UDP,968.0,17.0,3094.0,0.7978586291995087,21,4273.0,36350.0,Probe,52:66:14:b9:8a:ba,1
2026-01-05 10:58:22,15.205.88.143,69.14.70.241,19026,21,ICMP,937.0,636.0,3422.0,0.44521292792022127,12,20546.0,52922.0,Probe,a6:8f:c6:05:40:f1,1
2026-01-01 09:39:38,253.134.246.85,90.224.211.41,6651,8080,TCP,964.0,443.0,1471.0,0.4087513265748405,1,31682.0,5693.0,Probe,4d:2c:78:7d:cd:3c,0
2026-01-01 10:55:17,234.150.11.112,241.205.230.141,55909,22,ICMP,413.0,702.0,88.0,0.6538793737815132,8,43115.0,3432.0,Normal,6a:3f:f0:26:a2:59,0
2026-01-02 05:30:33,12.220.224.62,173.101.112.120,51159,80,ICMP,1957.0,296.0,4065.0,0.152506966173249,15,38520.0,31885.0,DoS,77:10:ee:97:59:3d,1
2026-01-04 02:11:23,246.185.241.79,249.230.1.14,48528,21,ICMP,834.0,625.0,5308.0,0.4398511531652213,18,45468.0,37678.0,DoS,91:01:2d:5a:d4:f0,1
2026-01-06 06:25:02,108.232.42.237,90.107.118.152,30610,21,UDP,219.0,721.0,3636.0,0.6051349909927871,1,10538.0,8355.0,Normal,b7:b2:84:b8:9a:9e,0
2026-01-02 11:12:00,57.235.97.50,79.108.223.90,43106,53,ICMP,1820.0,20.0,4974.0,0.09946148930328214,16,36616.0,37704.0,DoS,ee:05:58:7a:b0:90,1
2026-01-01 01:32:30,45.168.217.201,104.23.35.32,46705,21,TCP,1344.0,629.0,1851.0,0.2844582494991824,5,19258.0,59457.0,Suspicious,52:b9:1b:a0:cb:e2,0
2026-01-06 08:56:08,165.128.146.23,200.97.112.242,47920,21,TCP,632.0,489.0,3079.0,0.9422837946468646,8,33722.0,47866.0,Normal,36:8b:dd:65:7e:ef,0
2026-01-05 06:43:09,3.29.16.84,116.212.82.40,12174,443,UDP,1234.0,68.0,4295.0,0.22530989237195032,0,748.0,40448.0,Probe,69:85:95:da:a4:0a,0
2026-01-03 07:09:43,82.112.14.51,150.236.109.229,17326,21,UDP,1949.0,134.0,2064.0,0.9969061097984043,13,1690.0,40617.0,DoS,6d:9b:e9:da:51:3b,0
2026-01-03 04:53:38,79.243.17.178,194.247.159.175,7245,22,ICMP,1791.0,764.0,4764.0,0.32277129662200366,23,9576.0,22658.0,Probe,0f:05:fd:4c:60:6b,1
2026-01-01 17:06:44,53.153.110.176,172.27.33.49,10227,22,ICMP,1270.0,560.0,76.0,0.8949745511612186,1,1339.0,56206.0,Probe,73:16:57:6a:20:f9,0
2026-01-05 06:27:25,234.17.160.81,173.17.107.135,12448,53,TCP,1105.0,211.0,4919.0,0.8363470221903532,15,20560.0,13271.0,Normal,82:f8:2b:a3:84:a5,0
2026-01-06 03:21:46,233.208.41.90,124.146.183.227,53124,53,TCP,1591.0,,2602.0,,10,22491.0,28591.0,Suspicious,e3:e9:9d:40:c6:2f,0
2026-01-03 15:49:15,12.242.30.209,31.174.71.131,7305,80,ICMP,926.0,644.0,2349.0,0.7006997647703028,8,36890.0,49912.0,DoS,b5:82:4f:45:b6:80,0
2026-01-03 01:57:13,145.252.144.128,84.33.3.81,65279,21,UDP,485.0,618.0,3021.0,0.8329465052715301,18,48112.0,32944.0,Normal,b5:74:f4:f5:de:25,1
2026-01-01 05:53:49,159.101.201.192,154.76.226.195,16441,53,TCP,376.0,442.0,3946.0,0.7466263981379384,24,17446.0,37694.0,Suspicious,95:f8:b9:6b:06:14,1
2026-01-03 08:21:34,244.124.166.254,105.227.137.150,3636,8080,UDP,1571.0,394.0,4352.0,0.009818186757933,0,39668.0,3357.0,DoS,1a:b4:97:a3:2b:ae,1
2026-01-05 05:22:19,22.96.66.67,81.119.6.236,29131,8080,TCP,420.0,22.0,3619.0,0.22470518947153773,14,38022.0,23419.0,Suspicious,3f:fc:5a:41:e2:f7,0
2026-01-03 03:05:33,190.95.99.155,189.138.66.128,13398,443,UDP,712.0,161.0,5238.0,0.6409901540111427,24,43394.0,40814.0,Suspicious,a6:f3:76:86:dd:c6,1
